3.3970e-02,-1.7702e-02,5.8313e-02
2.5081e-02,3.9912e-02,-6.3740e-02
2.2172e-02,3.4074e-02,5.6695e-02
6.6310e-03,6.7145e-02,1.7814e-02
-2.3244e-02,-5.5699e-02,-3.5150e-02
4.0903e-03,2.6225e-02,-7.8224e-02
-8.2108e-02,-2.0092e-02,-1.3880e-02
-4.0857e-02,2.5243e-02,6.4080e-02
5.1054e-02,-1.3105e-02,-6.5717e-02
-2.4711e-02,3.8523e-02,-5.6682e-02
-5.4452e-02,-4.8072e-02,1.4003e-02
-2.4670e-03,2.0926e-02,6.6592e-02
7.8401e-02,2.2416e-02,1.5005e-02
1.1013e-03,7.0850e-02,-4.4684e-02
2.1061e-02,5.0450e-02,4.3427e-02
3.3425e-02,3.5933e-02,4.9632e-02
-3.1799e-02,-6.6594e-02,-4.3641e-02
5.1720e-02,4.5260e-02,-3.4918e-02
4.3147e-02,-2.0691e-02,5.6093e-02
3.7195e-02,5.8384e-02,3.6356e-02
-3.1576e-02,-3.8954e-02,-5.5378e-02
-5.9327e-04,-3.3227e-02,6.1347e-02
-6.5094e-02,4.5854e-02,1.6561e-02
-2.7106e-02,-5.2831e-02,-3.6789e-02
-7.4293e-04,4.9357e-02,-4.9415e-02
-1.7092e-03,6.5573e-02,2.3798e-02
1.1064e-03,6.9254e-02,-8.7317e-03
-6.2696e-02,2.8255e-02,1.2148e-02
6.4440e-02,-4.5343e-02,-1.2710e-02
-2.8746e-02,-2.2873e-02,5.9335e-02
3.0291e-02,6.4225e-02,1.5677e-02
5.9798e-03,-1.1213e-03,8.0616e-02
-3.5101e-02,7.3573e-02,-9.6185e-03
2.8748e-02,3.8059e-02,-5.3260e-02
-3.5003e-02,-7.4187e-02,1.8513e-02
-1.2804e-04,-4.6224e-02,-6.2022e-02
3.8555e-02,-6.9714e-02,-1.6834e-02
2.7714e-03,-8.3723e-02,1.3275e-02
2.7152e-02,5.3897e-02,-3.6628e-02
-4.7195e-02,-1.6158e-02,-6.6767e-02
2.6153e-02,5.1710e-02,3.8900e-02
2.9445e-02,-6.2955e-02,5.9979e-03
-4.7782e-02,3.9079e-02,-3.9430e-02
5.6599e-02,-4.9457e-02,-1.6039e-02
-4.0437e-02,5.0192e-02,4.1570e-02
-2.0700e-02,-3.8122e-02,-5.4713e-02
-5.8788e-02,1.4845e-02,-3.6417e-02
2.5631e-02,-5.5351e-02,3.3786e-02
-2.4712e-02,5.8617e-02,-3.8829e-02
4.8896e-03,2.7740e-02,-7.8603e-02
5.9530e-02,4.7619e-02,8.9218e-03
-2.7788e-02,-1.3688e-03,6.7621e-02
-4.9816e-02,5.4346e-03,4.8519e-02
-4.6200e-02,-8.9797e-03,5.1603e-02
4.3686e-02,1.1361e-02,-5.3293e-02
-1.4795e-02,-6.2382e-02,-2.7727e-02
-4.2127e-04,-7.8765e-02,9.2211e-03
-2.8396e-02,6.5322e-02,-3.6907e-02
-6.0563e-02,-1.6573e-02,3.8164e-02
5.0404e-02,-4.6705e-02,-4.1412e-02
-3.3135e-02,-2.2680e-03,7.4325e-02
-4.9467e-02,6.5821e-03,-4.8761e-02
-3.6971e-02,1.5166e-02,-5.7184e-02
5.0401e-02,-1.7955e-02,-6.6168e-02
-1.1810e-03,-6.4527e-02,-2.6527e-02
-3.3431e-03,7.2436e-02,1.4893e-02
5.3456e-02,1.2081e-02,-6.2741e-02
-7.3257e-02,2.0940e-02,1.1425e-02
-2.6651e-02,6.0383e-02,2.2788e-02
1.1115e-02,-4.5251e-02,5.1921e-02
3.9465e-03,6.5042e-02,-3.9507e-02
3.1003e-02,4.1601e-02,-6.6475e-02
3.8648e-02,5.7430e-02,-8.4949e-03
3.5648e-02,6.6747e-02,1.0438e-02
-2.6499e-02,6.4368e-02,-4.2881e-02
-3.5737e-03,7.0765e-02,-3.5285e-02
5.9985e-02,4.1524e-02,-4.0848e-02
-2.2663e-03,-7.0476e-02,-3.6206e-02
2.2565e-02,1.5137e-02,6.4289e-02
-6.9453e-02,-1.7998e-02,3.8807e-02
7.2730e-02,-1.6215e-02,-9.0128e-03
-8.1184e-02,1.5483e-02,9.3040e-03
-4.6876e-02,-1.8694e-03,5.1641e-02
-6.3958e-03,-6.9317e-02,-4.2214e-03
8.1636e-02,-1.6416e-02,1.0241e-02
1.6036e-03,2.2704e-02,6.7514e-02
-3.0761e-02,-2.0621e-03,7.9288e-02
2.2337e-02,2.8546e-03,6.6089e-02
-5.4569e-02,4.1055e-02,-1.4491e-02
-1.9185e-03,6.7865e-02,-4.5841e-02
-4.8327e-02,2.6828e-02,5.7761e-02
-1.4793e-03,-6.9346e-02,-1.3459e-02
-5.7993e-02,2.1155e-02,3.5909e-02
-3.1779e-02,-3.6653e-02,-5.7975e-02
7.0191e-02,-1.9235e-02,-1.1313e-02
4.5453e-02,-2.1118e-02,5.8100e-02
-6.0015e-02,-1.5370e-02,3.2036e-02
3.1488e-02,-8.0442e-04,7.8284e-02
3.2645e-02,6.2630e-02,-1.3465e-02
3.0195e-03,3.3520e-03,7.8349e-02
