-4.0884e-02,2.0309e-02,5.8205e-02
-2.3345e-03,3.1089e-02,7.1566e-02
-3.0181e-02,-3.4541e-02,5.2546e-02
-2.9202e-02,6.3137e-02,-1.3938e-02
-1.5770e-02,-5.1035e-02,-4.4828e-02
-4.5721e-03,-1.0824e-04,8.1084e-02
3.2636e-02,6.9825e-02,1.8946e-02
-5.9205e-02,1.4264e-02,-3.7840e-02
6.8308e-02,-1.1337e-02,-3.6265e-02
6.9964e-02,-1.2796e-02,-3.5133e-02
6.4702e-02,-1.5916e-02,-4.3415e-02
-2.9249e-02,-6.5490e-02,-3.4950e-02
5.5092e-02,-1.3483e-02,-5.9223e-02
6.2821e-02,-1.0897e-02,2.8240e-02
-5.2157e-02,1.6134e-02,-6.6087e-02
-5.6571e-02,3.3182e-02,-2.3677e-02
-5.7108e-02,-4.8201e-02,-3.7607e-02
7.7646e-02,-2.3964e-02,1.3842e-02
6.1737e-02,-1.7443e-02,-3.5983e-02
1.3710e-02,-4.8121e-02,-4.8595e-02
-5.7977e-02,2.0598e-02,3.3700e-02
2.9166e-02,-2.2820e-02,-5.9069e-02
2.1077e-03,4.6018e-02,-5.9945e-02
7.5507e-02,-1.2774e-02,-1.1730e-02
4.0216e-03,-2.2114e-04,8.4285e-02
4.8288e-02,2.0015e-02,-5.7624e-02
-3.4714e-02,7.4382e-02,-1.0338e-02
2.9531e-02,-3.5394e-02,-5.6928e-02
6.6144e-02,-1.7439e-02,1.4059e-02
-7.1192e-02,-1.0463e-02,-3.9866e-02
8.1530e-02,-1.4934e-02,1.3383e-02
-2.5265e-02,5.8057e-02,-3.9723e-02
-1.0999e-03,2.1890e-02,7.4804e-02
-6.7878e-04,-6.6893e-02,1.9676e-02
-1.1513e-03,6.4559e-02,-4.2756e-02
-7.9202e-02,1.5405e-02,-1.9554e-02
7.5827e-02,1.8946e-02,-8.4723e-03
-1.8865e-02,6.6967e-02,4.2544e-03
6.7630e-02,1.6052e-02,-5.9592e-03
-3.6099e-02,7.5319e-02,1.6917e-02
3.6269e-02,7.6258e-02,1.4974e-02
7.8393e-02,-2.0144e-02,1.7771e-02
5.2837e-02,1.9086e-02,-6.3949e-02
6.5612e-03,1.7949e-03,-6.9441e-02
1.6204e-02,-3.3077e-03,6.7734e-02
4.8107e-02,3.9295e-02,-3.1853e-02
2.9861e-02,6.2836e-02,-3.7343e-03
2.8985e-02,-7.4076e-02,1.4550e-02
6.9433e-02,9.9973e-03,-4.1603e-02
-1.2783e-03,-2.6873e-02,8.0384e-02
6.4678e-02,-2.0010e-02,-3.8819e-02
4.8958e-04,-7.4854e-02,-4.1806e-02
8.2421e-02,1.8561e-02,-1.3826e-02
-5.2595e-02,4.9354e-02,-4.0747e-02
-2.5866e-02,4.9966e-03,7.7419e-02
-5.9712e-02,-1.7919e-02,3.9760e-02
2.3928e-03,-7.0228e-02,-1.3039e-02
-6.9691e-02,-1.3516e-02,1.4311e-02
4.0563e-02,-2.9229e-02,-4.8605e-02
2.7792e-02,6.4870e-02,-4.5207e-02
2.9945e-02,-6.6006e-02,-3.6999e-02
-4.4973e-02,-5.8877e-02,4.2199e-02
5.3857e-03,7.7556e-02,-1.4084e-02
-5.7968e-02,-1.1874e-02,-3.7172e-02
-4.0271e-02,-5.0288e-02,3.5695e-02
3.7948e-02,-6.9583e-02,-1.9132e-02
2.5369e-02,-5.3119e-02,-3.7794e-02
-6.9250e-02,-7.5701e-03,-3.1126e-03
4.3537e-02,5.3629e-02,4.3334e-02
3.7931e-02,2.5124e-02,5.7805e-02
5.5290e-03,5.3140e-02,6.4050e-02
2.8935e-03,-5.9849e-02,3.6026e-02
-6.9505e-02,1.1826e-02,-4.4111e-02
-5.6403e-02,-4.4200e-02,-4.4631e-02
-3.2206e-03,6.5386e-02,-3.5032e-02
4.2939e-04,-2.8950e-03,-6.9825e-02
9.4416e-04,-7.1654e-02,4.5164e-02
3.6898e-03,6.3850e-02,2.7874e-02
2.6219e-02,-4.0845e-02,-6.2988e-02
-1.6493e-03,-4.2992e-02,5.5035e-02
-3.4546e-02,-4.6592e-02,-3.8753e-02
-1.1210e-03,-4.3425e-03,7.5995e-02
3.2215e-02,-3.7817e-02,-6.6018e-02
-2.2148e-02,-1.2969e-03,-7.6051e-02
-2.9248e-02,3.5215e-02,-5.2786e-02
-3.8949e-02,6.9887e-02,-1.3152e-02
5.7724e-02,-4.2929e-02,-4.4603e-02
-4.4221e-03,2.3168e-03,-7.9488e-02
7.0483e-04,-2.1430e-02,-6.6498e-02
-7.6128e-02,-1.4085e-02,-1.6817e-02
2.9264e-02,-6.5916e-02,1.5488e-02
-6.1804e-02,3.2213e-02,-7.8081e-04
5.5385e-02,-4.4277e-02,-1.0046e-02
7.0592e-02,-1.2775e-02,-1.2052e-02
-3.4980e-03,-7.3515e-02,-4.0740e-02
7.8059e-03,-6.0235e-02,-3.4293e-02
6.1370e-02,1.3884e-02,-4.0763e-02
-6.3265e-02,-4.6380e-02,-1.6975e-02
7.2887e-02,1.5996e-02,-9.1477e-03
-2.5251e-02,-6.2565e-02,1.7623e-02
-3.3629e-02,-4.9977e-02,3.6003e-02
-2.7996e-02,5.8794e-02,-4.2740e-02
6.6231e-02,-5.0953e-02,1.0938e-02
-3.5074e-02,4.0828e-02,-4.4370e-02
5.2508e-02,1.5667e-02,-5.8509e-02
3.1004e-02,7.5023e-02,-1.2708e-02
4.8386e-02,-4.2552e-02,-4.0229e-02
5.3968e-02,4.4228e-02,-1.4480e-02
1.7825e-03,-7.0356e-02,-4.5633e-02
3.5873e-02,6.6424e-02,1.5896e-02
-5.5435e-02,7.9150e-03,4.1540e-02
3.1199e-02,5.6967e-02,-2.5394e-02
3.5403e-02,5.4174e-02,4.2037e-02
-2.9076e-02,7.2172e-02,1.2743e-02
7.5939e-03,6.8566e-02,1.0402e-02
6.6291e-02,1.8624e-02,-1.1663e-02
-6.8300e-04,-4.7978e-02,-5.3363e-02
-6.8064e-02,1.7599e-02,1.1946e-02
-2.8685e-02,-4.5608e-02,4.4257e-02
-6.6127e-02,-4.7437e-02,-1.1680e-02
2.6156e-02,-2.6348e-06,-6.6034e-02
-2.8518e-02,-6.4169e-02,-1.3737e-02
-7.4723e-03,6.5996e-02,-2.1402e-02
-2.7426e-02,-4.5230e-02,-5.8820e-02
-7.5011e-02,1.3744e-02,1.8062e-02
8.8718e-03,-6.6255e-02,1.9878e-02
5.3560e-02,-1.4643e-02,4.2252e-02
3.7677e-02,-2.0625e-02,5.5057e-02
-3.5709e-02,-7.3317e-02,1.8292e-02
6.2667e-02,-2.1245e-02,3.4108e-02
7.8059e-02,2.2348e-02,1.5321e-02
5.3594e-03,6.9742e-02,3.8853e-02
4.4284e-02,-3.0292e-02,6.4901e-02
-6.4840e-02,7.6547e-03,-2.4446e-02
6.6677e-02,-4.8624e-02,9.9852e-03
-3.7948e-03,8.1507e-02,1.7869e-02
-5.5675e-02,4.9848e-02,1.3837e-02
